slug,section,index,interwencja,suggestedZone,confidence,alternatives,previousZone,finalZone
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,0,Obserwacja pacjenta w kierunku progresji objawów obwodowego porażenia nerwu twarzowego.,glowa,medium,,glowa,glowa
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,1,Ocena nasilenia niedomykalności szpary powiekowej.,,none,,,
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,2,Poinformowanie pacjenta o możliwościach ochrony oka przed uszkodzeniem i zmniejszenia dyskomfortu.,,none,,,
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,3,"Nawilżenie rogówki oka: • przemycie oka jałową wodą (aqua pro injectone), • podanie do oka kropli o właściwościach nawilżających, bez konserwantów, np. z kwasem hialuronowym (zgodnie ze zleceniem lekarskim).",,none,,skora,
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,4,"Podanie do oka żelu o właściwościach regenerujących mikrouszkodzenia rogówki, zawierającego dekspantenol (zgodnie ze zleceniem lekarskim).",,none,,,
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,5,Założenie opatrunku osłonowego typu komora wilgotna.,skora,high,,skora,skora
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,6,"Edukacja pacjenta w zakresie samoopieki (unikanie dotykania oka, zachowanie ostrożności podczas kąpieli i/lub mycia głowy, konieczność zgłaszania niepokojących objawów, np. bólu oka).",glowa,low,skora:3,glowa,glowa
uszkodzenie-rogowki-oka-ryzyko-wystapienia,15.2,7,Bieżąca obserwacja nasilenia niedomykalności szpary powiekowej i występowania dodatkowych objawów ocznych (np. pojawienia się wydzieliny śluzowo-ropnej).,,none,,,
zaburzenia-poznawcze,16.1,0,Stała obecność i prowadzenie ukierunkowanej obserwacji.,,none,,,
zaburzenia-poznawcze,16.1,1,Przejawianie empati i akceptacji oraz okazywanie życzliwości.,,none,,,
zaburzenia-poznawcze,16.1,2,"Stosowanie technik komunikowania terapeutycznego, takich jak: aktywne słuchanie, informowanie, wyjaśnianie, klaryfikacja, odzwierciedlenie, eksploracja, proponowanie współpracy, planowanie oraz komunikowanie się w sposób niewerbalny.",,none,,,
zaburzenia-poznawcze,16.1,3,Ocena nasilenia zaburzeń funkcji poznawczych.,,none,,,
zaburzenia-poznawcze,16.1,4,Rozpoznanie stopnia deficytu oraz charakteru trudności w zakresie zaspokajania potrzeb biologicznych.,,none,,,
zaburzenia-poznawcze,16.1,5,"Pomaganie w zaspokajaniu potrzeb biologicznych: w utrzymaniu higieny ciała, ubieraniu się adekwatnym do pory dnia, temperatury otoczenia i aktywności, przyjmowaniu posiłków, wydalaniu, aktywności fizycznej lub zadbanie o zaspokojenie potrzeb.",skora,medium,,skora,skora
zaburzenia-poznawcze,16.1,6,"Prowadzenie podstawowych treningów w zależności od rodzaju deficytu, jak treningi dotyczące samoobsługi - w zakresie wyglądu zewnętrznego i higieny osobistej, umiejętności praktycznych; treningi umiejętności społecznych - podstawowych umiejętności prowadzenia rozmowy; treningi poznawcze - funkcji pamięciowych.",skora,medium,,skora,skora
zaburzenia-poznawcze,16.1,7,Udział w farmakoterapii.,,none,,,
zaburzenia-poznawcze,16.1,8,Edukowanie nieformalnych opiekunów.,,none,,,
zaburzenia-swiadomosci-majaczenie,16.2,0,Ocena stanu chorego za pomocą narzędzia do wykrywania majaczenia na oddziale intensywnej terapii (CAM - ICU).,,none,,,
zaburzenia-swiadomosci-majaczenie,16.2,1,"Umożliwienie choremu orientacji allopsychicznej (jak: czas, miejsce, dzień tygodnia, pora roku) poprzez powieszenie zegara na ścianie, kalendarza, zapewnienie okularów, aparatu słuchowego.",uszy,medium,,uszy,uszy
zaburzenia-swiadomosci-majaczenie,16.2,2,"Wczesne uruchamianie chorego (fizjoterapia przyłóżkowa, codzienne sadzanie chorego w fotelu rehabilitacyjnym).",,none,,,
zaburzenia-swiadomosci-majaczenie,16.2,3,"Umożliwienie choremu kontaktu z osobami najbliższymi (rodziną, opiekunami).",,none,,,
zaburzenia-swiadomosci-majaczenie,16.2,4,"Zapewnienie dobrej jakości snu (unikanie nadmiernego oświetlenia i hałasu w porze snu, kumulowanie czynności pielęgniarskich, zmniejszenie nasilenia bodźców w nocy).",,none,,,
zaburzenia-swiadomosci-majaczenie,16.2,5,"Zapewnienie choremu bezpieczeństwa podczas pojawienia się epizodów pobudzenia, agresji, niepokoju poprzez słowne uspokojenie, usunięcie dostępów naczyniowych, cewników, które są zbędne na tym etapie leczenia, zaangażowanie rodziny oraz farmakoterapię.",miednica,high,,miednica,miednica
zaburzenia-swiadomosci-majaczenie,16.2,6,"Ocena postępowania z chorym pod kątem wdrożenia pakietu ABCDEF - Assess, Prevent, and Manage Pain (A), Both Spontaneous Awakening Trials (SAT) and Spontaneous Breathing Trials (SBT) (B), Choice of analgesia and sedaton (C), Delirium: Assess, Prevent, and Manage (D), Early mobility and Exercise (E), and Family engagement and empowerment (F). Koordynacja przebudzenia i oddychania w celu odstawienia sedacji i wentylacji mechanicznej, wybór leków zmniejszających ryzyko majaczenia, leczenie majaczenia, wczesne uruchomienie i ćwiczenia oraz zaangażowanie rodziny.",,none,,,
zaburzenia-komunikowania-werbalnego,17.1,0,"Ocena OUN - stanu przytomności, funkcjonowania narządów zmysłów, procesów poznawczych, rozumienia informacji, zdolności ekspresji za pomocą mimiki twarzy, ocena siły mięśni, lateralizacji kończyn górnych (kończyna dominująca).",konczyny-gorne,medium,glowa:3,konczyny-gorne,konczyny-gorne
zaburzenia-komunikowania-werbalnego,17.1,1,"Opracowanie wspólnie z pacjentem indywidualnego sposobu porozumiewania się (zadawanie prostych pytań i potwierdzanie lub zaprzeczanie przez pacjenta przez uściśnięcie ręki, mruganie powiekami itd., próby pisania na kartce, układania słów z liter alfabetu, stosowania piktogramów, w miarę poprawy stanu chorego - rozważenie możliwości komunikowania się przy użyciu laptopa). Na zlecenie lekarza - zastosowanie rurki fenestracyjnej (przy dobrej tolerancji ze strony chorego).",,none,,,
zaburzenia-komunikowania-werbalnego,17.1,2,"Działania zmierzające do ułatwienia orientacji co do czasu i miejsca oraz zminimalizowania deprywacji sensorycznej (np. umieszczenie zegara w zasięgu wzroku pacjenta, informowanie o dacie, godzinie, miejscu, osobach opiekujących się chorym, bieżących wiadomościach, jeśli stan pacjenta na to pozwala - czytanie gazet lub zachęcanie do czytania, słuchania muzyki).",,none,,,
zaburzenia-komunikowania-werbalnego,17.1,3,Umożliwienie odwiedzin przez rodzinę.,,none,,,
zaburzenia-komunikowania-werbalnego,17.1,4,"Niwelowanie nadmiaru niepożądanych bodźców (hałasu, intensywnego oświetlenia, częstego wykonywania zabiegów diagnostycznych, leczniczych oraz czynności pielęgnacyjnych): • komasowanie zabiegów pielęgnacyjnych, • zachowanie przerwy nocnej - 5-6 godz. (jeśli to możliwe), • w miarę możliwości - wyciszenie alarmów, nadmiaru oświetlenia.",,none,,,
zaburzenia-komunikowania-werbalnego,17.1,5,"Komunikowanie werbalne i pozawerbalne, wyrażające zainteresowanie, wsparcie: • stwarzanie atmosfery akceptacji, empatyczne podejście do pacjenta, • uważne słuchanie, powolne, spokojne mówienie do pacjenta, modulowanie głosu, używanie prostego języka komunikacji, • dawanie pacjentowi czasu na reakcję, • stosowanie dotyku terapeutycznego.",glowa,medium,,glowa,glowa
afazja,17.2,0,Nawiązanie kontaktu z chorym w celu zachęcenia go do mówienia.,,none,,,
afazja,17.2,1,"Uczenie chorego: • potakiwania lub zaprzeczania (głową lub ręką), • wymawiania słów „tak” i „nie”, • wymawiania prostych słów i zdań dotyczących potrzeb i najbliższego otoczenia.",,none,,,
afazja,17.2,2,Dostarczenie plansz ilustrujących potrzeby chorego.,,none,,,
afazja,17.2,3,"Mówienie do chorego cicho oraz budowanie krótkich, ale pełnych zdań. Akcentowanie głównych słów w zdaniu. Robienie przerw między słowami.",,none,,,
afazja,17.2,4,Podpowiadanie pierwszych sylab słowa.,,none,,,
afazja,17.2,5,"Stworzenie klimatu terapeutycznego: • przyjęcie przez personel postawy terapeutycznej (okazanie choremu zrozumienia, życzliwości, cierpliwości i chęci pomocy), • wiara personelu w skuteczność rehabilitacji mowy, • wystrzeganie się negatywnych emocji (dominowania nad chorym, lekceważenia jego trudności, wykazywania niecierpliwości), • unikanie działań traumatycznych dla chorego (ośmieszania, zmuszania chorego do odpowiedzi), • dostrzeganie wysiłków chorego i uzyskiwanych efektów, chwalenie chorego, • dążenie do zaakceptowania przez chorego występujących trudności i stosowanych działań.",,none,,,
afazja,17.2,6,"Obniżenie napięcia emocjonalnego: • wyjaśnienie przyczyn zaburzeń mowy i możliwości ich kompensacji, • omówienie stosowanych metod nawiązywania kontaktu z otoczeniem, • umożliwienie kontaktu z rodziną i innymi chorymi.",,none,,,
afazja,17.2,7,"Kształtowanie prawidłowej postawy rodziny w stosunku do chorego z afazją: • działania edukacyjne dotyczące przyczyny i istoty choroby, metod reedukacji mowy, nawiązywania kontaktu z chorym, konieczności prowadzenia ćwiczeń z chorym, pobudzania go do mówienia, okazania pozytywnych emocji choremu (takich jak: rozumienie trudności, okazanie chęci pomocy, miłości i ciepła).",,none,,,
dyzartria,17.3,0,"Nawiązanie kontaktu terapeutycznego z pacjentką: • okazanie zrozumienia i wsparcia emocjonalnego podczas kontaktu, • mówienie do pacjentki powoli, krótkimi zdaniami, • poświęcenie na rozmowę odpowiedniej ilości czasu, by pacjentka miała swobodę wypowiedzi oraz nie czuła presji czasu, • zachęcanie do swobodnej wypowiedzi, stosowania przerw w trackie mówienia, pogłębiania oddechów, „oszczędnego” dobierania słów w trakcie wypowiedzi.",klatka-piersiowa,medium,,klatka-piersiowa,klatka-piersiowa
dyzartria,17.3,1,"Ocena stopnia zaburzeń dyzartrycznych i omówienie metod komunikacji z pacjentką: • wypracowanie systemu znaków (np. uniesiony kciuk w górę oznacza „tak”), • stosowanie tablic z literami alfabetu, gotowymi zdaniami, obrazkami bądź używanie kartki i przyborów do pisania, • stosowanie smartonów, tabletów, laptopów do pisania.",,none,,,
dyzartria,17.3,2,"Stosowanie strategii wspomagających komunikację: • strategie niewerbalne - za pomocą gestów, poprzez utrzymywanie kontaktu wzrokowego, obserwowanie ekspresji twarzy mówiącego, • strategie stosowane w trakcie rozmowy - humor, potwierdzenie zrozumienia pacjentki, naprowadzanie na odpowiedni kontekst, skupienie na jednej kwesti.",glowa,medium,,glowa,glowa
dyzartria,17.3,3,"Zachęcanie do ćwiczeń fizjoterapeutycznych, w tym oddechowych, oraz logopedycznych usprawniających mięśnie aparatu mowy, takich jak: • ćwiczenia oddechowe poprawiające funkcje przepony oraz poprawiające efektywny wydech, • ćwiczenia usprawniające funkcję aparatu mowy, • zachęcanie do głośnego czytania, ze zwróceniem uwagi na intonację, rytm i akcent.",klatka-piersiowa,medium,,klatka-piersiowa,klatka-piersiowa
deficyty-w-zakresie-czynnosci-s-amoobslugowych,18.1,0,Promowanie niezależności w ubieraniu się (zaplanowanie nauki sposobu ubierania się).,,none,,,
deficyty-w-zakresie-czynnosci-s-amoobslugowych,18.1,1,"Dostarczanie, jeśli konieczne, przedmiotów pomocnych przy ubieraniu się (np. tasiemki przy suwaku, długa łyżka do butów, zapięcia na rzepy).",,none,,,
deficyty-w-zakresie-czynnosci-s-amoobslugowych,18.1,2,"Wybieranie ubrań luźnych, z szerokimi rękawami, nogawkami i zapięciem z przodu.",,none,,skora,
deficyty-w-zakresie-czynnosci-s-amoobslugowych,18.1,3,"Dawanie wystarczająco dużo czasu na ubranie i rozebranie się (szczególnie wtedy, gdy może to być męczące, bolesne lub trudne). Zachęcanie do noszenia ubrania dziennego, a nie nocnego.",,none,,skora,
deficyty-w-zakresie-czynnosci-s-amoobslugowych,18.1,4,Podanie środków przeciwbólowych (jeśli wskazane) przed ubieraniem lub rozbieraniem się (z uwzględnieniem czasu ich działania i drogi podania).,,none,,,
deficyty-w-zakresie-czynnosci-s-amoobslugowych,18.1,5,"Zapewnienie intymności i poczucia bezpieczeństwa podczas ubierania. Rozłożenie ubierania w czasie w zależności od możliwości pacjentki (podawanie po jednej części garderoby, a nie wszystkich naraz).",,none,,,
deficyty-w-zakresie-czynnosci-s-amoobslugowych,18.1,6,Zastosowanie w terapii zajęciowej elementów nauki posługiwania się sprzętem pomocniczym.,,none,,,
deficyt-w-poruszaniu-sie,18.2,0,"Określenie potrzeb żywieniowych pacjentki: • ocena aktualnego stanu odżywienia: – wykonanie badań antropometrycznych, – wykorzystanie skal stanu odżywienia, – pobranie krwi do badań laboratoryjnych na zlecenie lekarskie, – obliczenie BMI, • ocena ubytku tkanki mięśniowej, • określenie zapotrzebowania na witaminy i mikroelementy, • wywiad w kierunku chorób współistniejących, • ocena aktywności ruchowej pacjentki.",konczyny-gorne,high,,konczyny-gorne,konczyny-gorne
deficyt-w-poruszaniu-sie,18.2,1,"Wprowadzenie zbilansowanej diety oraz leczenia żywieniowego na zlecenie lekarskie: • dostosowanie postaci diety (stałej, miksowanej, płynnej) do możliwości połykania i gryzienia przez pacjentkę, • dostosowanie diety do indywidualnych preferencji smakowych, • stosowanie diety bogatobiałkowej: – włączenie chudego mięsa, ryb nabiału, jaj, – włączenie doustnych suplementów pokarmowych (DSP) w postaci gotowego preparatu do wypicia/proszkowanych suplementów białkowych dodawanych do pokarmów, np. jogurtu.",usta-drogi-oddechowe,medium,,usta-drogi-oddechowe,usta-drogi-oddechowe
deficyt-w-poruszaniu-sie,18.2,2,Monitorowanie leczenia żywieniowego oraz jego efektów.,,none,,,
deficyt-w-poruszaniu-sie,18.2,3,"Zastosowanie zabiegów fizjoterapii oddechowej: • wdrożenie ćwiczeń oddechowych, • edukacja w zakresie ich prawidłowego samodzielnego wykonywania, • zapobieganie zaleganiu wydzieliny oskrzelowej oraz ułatwienie jej ewakuacji, • nauka efektywnego kaszlu, • włączenie rodziny do współudziału w planie ćwiczeń oddechowych pacjentki.",usta-drogi-oddechowe,low,klatka-piersiowa:3,usta-drogi-oddechowe,usta-drogi-oddechowe
deficyt-w-poruszaniu-sie,18.2,4,"Udział w rehabilitacji usprawniającej, przyczyniającej się do utrzymania/odbudowy masy mięśniowej: • kontrola siły mięśniowej: – kontrola mięśnia przywodziciela kciuka, – kontrola uścisku dłoni, – ocena siły mięśniowej za pomocą skali Loveta, – ocena podstawowych czynności życia codziennego (skala ADL), – ocena złożonych czynności życia codziennego (skala IADL), • monitorowanie reakcji pacjentki podczas usprawniania i pionizacji z asystą fizjoterapeuty, • kontrola prawidłowej postawy podczas siedzenia, poruszania się oraz ułożenia pacjentki w łóżku, • ćwiczenia korygujące nieprawidłowe nawyki dotyczące postawy, • udostępnienie sprzętu: balkonika, kul, wózka w celu uaktywnienia pacjentki, • kontrola bezpieczeństwa procesu połykania i siły mięśni odpowiedzialnej za połykanie za pomocą kwestonariuszy: – EAT-10 (Test Oceny Procesu Jedzenia), – De Pippo (test połykania wody), • asystowanie w ćwiczeniach połykania, • okazanie wsparcia oraz motywowanie pacjentki w chwilach zwątpienia, okazanie wrażliwości na jej ograniczenia spowodowane wiekiem oraz osłabieniem.",konczyny-gorne,high,usta-drogi-oddechowe:3,konczyny-gorne,konczyny-gorne
deficyt-w-poruszaniu-sie,18.2,5,Udział w farmakoterapii przeciwbólowej zgodnie ze zleceniem lekarskim.,,none,,,
deficyt-w-poruszaniu-sie,18.2,6,"Stworzenie bezpiecznego środowiska umożliwiającego i zachęcającego pacjentkę do aktywności: • uzyskanie świadomej zgody na przeprowadzenie planowanych interwencji, • umożliwienie samodzielnego spożywania i przygotowywania pokarmów, • uaktywnienie pacjentki podczas codziennych czynności pielęgnacyjnych, • umożliwienie pacjentce decydowania o przebiegu wykonywanych przy niej czynności.",,none,,,
deficyt-w-poruszaniu-sie,18.2,7,"Zapewnienie wsparcia i pomocy adekwatnej do stopnia samodzielności oraz występowania deficytów pacjentki: • unikanie wyręczania, • unikanie wyznaczania samodzielnych zadań przekraczających możliwości pacjentki.",,none,,,
deficyt-w-poruszaniu-sie,18.2,8,"Edukowanie pacjentki oraz jej rodziny w zakresie usprawniania, opieki i zapewnienia bezpieczeństwa w domu.",,none,,,
zaburzenia-snu,18.5,0,"Ocena warunków, w których pacjentka przebywa, pod kątem możliwości zagwarantowania nieprzerwanego snu. Ocena sytuacji psychospołecznej pod kątem możliwych zakłóceń w satysfakcjonującym wypełnianiu ról społecznych, wykluczenia chorób psychicznych. Ocena stylu życia pod kątem możliwości zapewnienia higieny snu (ocenia się: aktywność fizyczną, odżywianie, używki, sposób spędzania wolnego czasu, rodzaj pracy, warunki panujące w sypialni). Ocena stanu zdrowia w celu wykluczenia chorób somatycznych jako możliwej przyczyny bezsenności. Po wykluczeniu zmian organicznych i zaburzeń psychicznych przystąpienie do próby uregulowania rytmu snu i czuwania we współpracy z pacjentką i jej rodziną (próba włączenia dzieci w organizację rytmu dnia).",,none,,,
zaburzenia-snu,18.5,1,Zalecenia dotyczące higieny snu:.,,none,,,
zaburzenia-snu,18.5,2,"Terapia polegająca na kontroli bodźców (edukacja na temat higieny snu, aby czas przeznaczony na spoczynek nie był kojarzony z innymi aktywnościami - oglądaniem telewizji, pracą itp.).",,none,,,
zaburzenia-snu,18.5,3,"1. Rytm snu i czuwania: • zrozumienie indywidualnego zegara biologicznego, • unikanie drzemek w ciągu dnia, bez względu na stopień zmęczenia, • położenie się do łóżka późnym wieczorem, kiedy odczuwa się zmęczenie, • wstawanie zawsze o tej samej porze przez 7 dni w tygodniu, bez względu na liczbę przespanych godzin (może być pomocny budzik), • unikanie leżenia po porannym przebudzeniu.",konczyny-dolne,high,,konczyny-dolne,konczyny-dolne
zaburzenia-snu,18.5,4,"2. Atmosfera zasypiania: • ustalenie rytuału przed snem (mogą to być: krótki spacer, kąpiel, czytanie, ciepły napój bez kofeiny, uspokajająca muzyka), • unikanie wszelkich czynności, w tym intelektualnych, pobudzających psychicznie co najmniej 90 min przed snem (oglądania filmów, słuchania muzyki pobudzającej).",skora,medium,,skora,skora
zaburzenia-snu,18.5,5,"3. Warunki w sypialni: • temperatura pomieszczenia (18-200C), • wentylacja pomieszczenia (otwarte okno), • wygodne łóżko, • wyciszenie sypialni (zatyczki do uszu przy trudnych do wyciszenia odgłosach), • zaciemnienie (zasłony zapobiegające przedostaniu się słońca), • unikanie jedzenia, oglądania telewizji, pracy w miejscu przeznaczonym do spania, • kolorystyka wnętrza (pastelowe kolory).",uszy,medium,,uszy,uszy
zaburzenia-snu,18.5,6,"4. Dieta: • unikanie nadmiernego spożywania kofeiny i produktów ją zawierających, zwłaszcza na 3-4 godz. przed snem, • unikanie spożywania dużych posiłków co najmniej na 2 godz. przed snem, • na 0,5 godz. przed snem przekąska o wysokiej zawartości skrobi (pieczywo, jabłko), szklanka ciepłego mleka, • unikanie słodyczy i soków owocowych, • samoobserwacja w kierunku spożywania produktów zakłócających sen.",,none,,,
zaburzenia-snu,18.5,7,"Relaksacja (ćwiczenia oddechowe, masaż relaksacyjny, muzyka relaksacyjna, medytacja, joga): • wizualizacja (utrzymywanie w umyśle przed snem jakiegoś spokojnego obrazu; liczenie od 1 do 100), • terapia paradoksalna (zalecenie, aby osoba starała się nie zasnąć), • terapia poznawcza (polega na identyfikacji przekonań i obaw dotyczących następstw bezsenności: „jeśli nie będę spał, będę całkowicie niezdolny do jakiegokolwiek działania, zupełnie niewydolny, całkowicie niesprawny”, stanowiących czynniki podtrzymujące bezsenność, uświadomienie ich fałszywości i próba zmiany).",klatka-piersiowa,medium,,klatka-piersiowa,klatka-piersiowa
zaburzenia-snu,18.5,8,"Aromatoterapia (fluidoterapia) - stosowanie olejków do kąpieli, np. z rumianku, lawendy, kwiatu pomarańczy, róży, majeranku (kilka kropel do kąpieli).",skora,medium,,skora,skora
zaburzenia-snu,18.5,9,"Ziołoterapia - fitoterapia (melisa lekarska, rumianek, kwiat lipy).",,none,,,
zaburzenia-snu,18.5,10,"Farmakoterapia - na zlecenie lekarza - melatonina (hormon szyszynki ułatwiający zaśnięcie), w dalszej kolejności tabletki nasenne - na krótki czas, ok. tygodnia, aby pomóc w czasie szczególnie trudnego okresu (2 lub 3 noce w tygodniu nie każdej nocy).",,none,,,
zaburzenia-snu,18.5,11,"Ocena skuteczności i bezpieczeństwa farmakoterapii (interakcje, działania uboczne, uzależnienie).",,none,,,
zmeczenie,18.6,0,"Nawiązanie kontaktu z pacjentką, pozyskanie jej zaufania. Stosowanie technik komunikacji terapeutycznej. Zachęcanie pacjentki do wyrażania uczuć związanych z odczuwanymi obawami i symptomami zmęczenia.",,none,,,
zmeczenie,18.6,1,"Analiza objawów przewlekłego zmęczenia, wpływu zmęczenia na stan zdrowia i funkcjonowanie pacjentki. Ocena nasilenia zmęczenia za pomocą jednej ze skal (patrz: Dane obiektywne).",,none,,,
zmeczenie,18.6,2,Przygotowanie chorej do badań diagnostycznych w celu zidentyfikowania przyczyn bólów głowy oraz symptomów długotrwałego zmęczenia.,glowa,medium,,glowa,glowa
zmeczenie,18.6,3,Udział w farmakoterapii i stosowanie niefarmakologicznych metod łagodzenia dolegliwości bólowych.,,none,,,
zmeczenie,18.6,4,"Wspólne opracowanie planu interwencji prowadzących do zmniejszenia zmęczenia: • ustalenie realistycznych, krótkoterminowych celów, • wprowadzenie technik zarządzania czasem (dziennik codziennych aktywności, ustalenie ważnych i mniej ważnych zadań), • zachęcanie do delegowania niektórych zadań na inne osoby, np. zatrudnienia osoby do pomocy w codziennych czynnościach, • włączenie rodziny pacjentki do przejęcia części jej obowiązków domowych, • współpraca z psychologiem klinicznym.",,none,,,
zmeczenie,18.6,5,"Edukacja pacjentki w zakresie prozdrowotnego trybu życia - diety, aktywności fizycznej, odpowiedniej ilości i higieny snu (patrz: rozdział 18.5), stosowania technik relaksacyjnych, fizjoterapii (w razie wskazań).",,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,0,Wyjaśnienie pacjentce istoty choroby i konieczności współudziału w procesie leczenia i zapobieganiu złamaniom.,,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,1,"Uświadomienie pacjentce, że osteoporoza jest chorobą, w której zmieniona kość łatwiej ulega złamaniu (do złamań dochodzi bez urazu lub przy małych urazach, które dla zdrowej kości nie stanowią żadnego zagrożenia; złamaniu ulegają najczęściej kręgi, kości przedramienia w okolicy nadgarstka i kość udowa).",konczyny-gorne,high,,konczyny-gorne,konczyny-gorne
zachlysniecie-ryzyko-wystapienia,19.1,2,"Leczenie farmakologiczne: leki antyresorpcyjne, anaboliczne i o mieszanym mechanizmie działania.",,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,3,"1. Biofosfoniany - należy je przyjmować p.o. na czczo, popijać przegotowaną wodą i nie kłaść się przez 30 min po połknięciu. W razie przeciwwskazań do podawania p.o. lub niestosowania się chorego do zaleceń możliwe jest zastosowanie i.v.",,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,4,2. Kalcytonina (np. łososiowa) zalecana jest do krótkotrwałego stosowania maksymalnie przez 2-4 tygodnie po złamaniu w celu wykorzystania działania przeciwbólowego w dawce 100 IU/d s.c. lub i.m.,,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,5,"3. Selektywne modulatory receptora estrogenowego (selectve estrogen-receptor modulators, SERM) - stosowany p.o. raloksyfen 60 mg/d, ograniczony w stosowaniu ze względu na możliwe objawy niepożądane.",,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,6,"4. Suplementacja wapnia Preparaty suplementacyjne wapnia należy przyjmować razem z posiłkiem, w łącznej dawce dobowej 1,0-1,4 g p.o. (wapnia elementarnego), zależnej od podaży wapnia w diecie. Węglan wapnia należy przyjmować podczas posiłków w dawkach podzielonych, nieprzekraczających 500 mg wapnia elementarnego.",,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,7,"5. Suplementacja witaminy D w dawce 800-2000 IU/d lub w przypadku niedoborów dawki znacznie większe. Kontrola parametrów biochemicznych, świadczących o skuteczności tego uzupełnienia (wapnia i fosforu we krwi).",,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,8,"Edukacja pacjentki - wyjaśnienie znaczenia diety w procesie leczenia i zapobieganiu złamaniom. Istotną rolę w zapobieganiu złamaniom i leczeniu osteoporozy ma optymalizacja spożycia wapnia (ok. 1200 mg/dz.), białka (1,2 g/kg mc./dz.), potasu (ok. 3500 mg/dz.) oraz magnezu (> 300 mg/dz.). Dzienne spożycie witaminy D - 800 IU, z uwagi na występujące endemiczne niedobory witaminy D część wytycznych zaleca dzienną dawkę witaminy D jako 1000-2000 IU/d. Najlepszym źródłem wapnia (i fosforu) w diecie jest mleko i jego przetwory. Liczne produkty są wzbogacone w wapń, np. płatki śniadaniowe i soki owocowe. Należy zmniejszyć spożycie pokarmów ograniczających wchłanianie wapnia, takich jak: szpinak i inne jarzyny zawierające kwas szczawiowy, ziarna zbóż zawierające kwas fitynowy (np. otręby pszenne), herbata (z powodu zawartych w niej tanin), białko zwierzęce oraz produkty zwiększające wydalanie wapnia z moczem: sól, mocna kawa, herbata, coca-cola. Równomierne rozłożenie we wszystkich posiłkach w ciągu dnia produktów bogatych w wapń. W żywności witamina D występuje w niewielkich ilościach: w bogatych w tłuszcze produktach pochodzenia zwierzęcego, takich jak: oleje z wątroby ryb (trany), mięso ryb (węgorz, śledź, makrela), żółtko jaj, wątroba, smalec.",miednica,medium,,skora,miednica
zachlysniecie-ryzyko-wystapienia,19.1,9,"Edukacja pacjentki - wyjaśnienie znaczenia aktywności fizycznej w procesie leczenia osteoporozy i zapobieganiu złamaniom. Właściwy program rehabilitacji powinien obejmować wczesne wprowadzenie ćwiczeń ruchowych i wzmacnianie mięśni oraz długoterminowe ćwiczenia równowagi i zapobieganie upadkom. Wskazane są ćwiczenia z obciążeniem, aerobik, marsze, turystyka piesza, wchodzenie po schodach, tai-chi. Zaleca się wykonywanie umiarkowanej aktywności fizycznej (np. chodzenie, pływanie) co najmniej 3 × w tygodniu przez 30 min. Podczas czynności dnia codziennego należy wyeliminować ruchy zgięcia i rotacji kręgosłupa. Ponadto zakazane są ćwiczenia zgięcia i rotacji kręgosłupa, szczególnie szybkie i powtarzane ruchy.",klatka-piersiowa,low,plecy:5,klatka-piersiowa,klatka-piersiowa
zachlysniecie-ryzyko-wystapienia,19.1,10,"Eliminowanie upadków i urazów: - unikanie sytuacji zwiększających ryzyko upadku - korekcja zaburzeń widzenia, leczenie zaburzeń równowagi, ćwiczenia fizyczne w celu poprawy sprawności ruchowej i wzmocnienia mięśni, noszenie odpowiedniego obuwia i pantofli antypoślizgowych, unikanie stosowania długo działających leków nasennych. Podczas uprawiania sportu wskazane jest stosowanie ochraniaczy. Zapewnienie bezpiecznych warunków w domu, zapewnienie dostatecznego oświetlenia, umocowanie podpórek, zlikwidowanie śliskich dywaników, gładkich podłóg, obluzowanych poręczy, stosowanie mat antypoślizgowych w wannie. Stosowanie zasad bezpieczeństwa podczas prowadzeniu samochodu.",,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,11,Zapoznanie z techniką upadku ograniczającą urazy szczególnie narażonych na złamania kości.,,none,,,
zachlysniecie-ryzyko-wystapienia,19.1,12,"Inne zalecenia: - unikanie czynników negatywnie działających na kość: • ograniczenie alkoholu, • ograniczenie picia kawy, • zaprzestanie palenia papierosów.",,none,,,
